q,status,latency_ms,hit@k,recall@k,mrr@k,ndcg@k,map@k,em,f1,err
What is the governing law?,OK,123.99,1.0,1.0,1.0,1.0,1.0,0,0.0,
What are termination rights?,OK,89.39,1.0,1.0,1.0,1.0,1.0,0,0.0,
What are the payment terms?,OK,88.57,1.0,1.0,1.0,1.0,1.0,0,0.187,
Is confidentiality present and how is it scoped?,OK,93.5,1.0,0.667,1.0,0.85,0.467,0,0.0,
Who are the parties and roles?,OK,88.86,1.0,0.7,0.5,0.812,0.528,0,0.361,
What is the liability cap?,OK,95.11,1.0,0.7,1.0,0.968,0.637,0,0.0,
